n,topo_dir,kp_class,density,seed,n_nodes,n_arcs,topology,n_macroitems,algorithm_ms
20000,inforest,neg_weakly_corr,medium,7,20000,11949,inforest,12626,11.619000
20000,inforest,neg_weakly_corr,medium,8,20000,12045,inforest,12533,14.318000
20000,inforest,neg_weakly_corr,medium,9,20000,11982,inforest,12498,10.784000
20000,inforest,neg_weakly_corr,medium,10,20000,12092,inforest,12460,12.926000
20000,inforest,neg_weakly_corr,sparse,1,20000,5973,inforest,15261,8.510000
20000,inforest,neg_weakly_corr,sparse,2,20000,5937,inforest,15376,9.400000
20000,inforest,neg_weakly_corr,sparse,3,20000,5937,inforest,15385,12.946000
20000,inforest,neg_weakly_corr,sparse,4,20000,5932,inforest,15377,8.495000
20000,inforest,neg_weakly_corr,sparse,5,20000,6004,inforest,15327,8.407000
20000,inforest,neg_weakly_corr,sparse,6,20000,5842,inforest,15409,8.494000
20000,inforest,neg_weakly_corr,sparse,7,20000,6001,inforest,15277,8.718000
20000,inforest,neg_weakly_corr,sparse,8,20000,5991,inforest,15262,8.670000
20000,inforest,neg_weakly_corr,sparse,9,20000,5963,inforest,15367,8.816000
20000,inforest,neg_weakly_corr,sparse,10,20000,6050,inforest,15295,8.802000
20000,inforest,neg_weakly_corr,tree,1,20000,19999,inforest,7865,14.453000
20000,inforest,neg_weakly_corr,tree,2,20000,19999,inforest,7819,14.868000
20000,inforest,neg_weakly_corr,tree,3,20000,19999,inforest,7942,14.265000
